event_seq,innings,runs,is_wicket,extra,next_batter_name,wicket_type,delay_sec,score_after,wickets_after,commentary,end_innings,end_match,change_bowler
50,1,0,false,,,,15,33,1,"Dot ball, Travis Head to Shubman Gill",false,false,
51,1,1,false,,,,15,34,1,Single taken by Shubman Gill,false,false,Mitchell Starc
52,1,0,false,,,,15,34,1,"Dot ball, Mitchell Starc to Shubman Gill",false,false,
53,1,1,false,,,,15,35,1,Single taken by Shubman Gill,false,false,
54,1,4,false,,,,15,39,1,FOUR! Virat Kohli pierces the field,false,false,
55,1,0,false,,,,15,39,1,"Dot ball, Mitchell Starc to Virat Kohli",false,false,
56,1,1,false,,,,15,40,1,Single taken by Virat Kohli,false,false,
57,1,0,false,,,,15,40,1,"Dot ball, Mitchell Starc to Shubman Gill",false,false,Pat Cummins
58,1,1,false,,,,15,41,1,Single taken by Virat Kohli,false,false,
59,1,1,false,wide,,,15,42,1,Wide from Pat Cummins,false,false,
60,1,0,false,,,,15,42,1,"Dot ball, Pat Cummins to Shubman Gill",false,false,
61,1,1,false,,,,15,43,1,Single taken by Shubman Gill,false,false,
62,1,0,false,,,,15,43,1,"Dot ball, Pat Cummins to Virat Kohli",false,false,
63,1,0,true,,Shreyas Iyer,caught,15,43,2,WICKET! Virat Kohli is caught — Pat Cummins strikes,false,false,
64,1,1,false,,,,15,44,2,Single taken by Shreyas Iyer,false,false,Josh Hazlewood
65,1,1,false,,,,15,45,2,Single taken by Shreyas Iyer,false,false,
66,1,0,false,,,,15,45,2,"Dot ball, Josh Hazlewood to Shubman Gill",false,false,
67,1,2,false,,,,15,47,2,Shubman Gill pushes for two,false,false,
68,1,0,false,,,,15,47,2,"Dot ball, Josh Hazlewood to Shubman Gill",false,false,
69,1,1,false,,,,15,48,2,Single taken by Shubman Gill,false,false,
70,1,0,false,,,,15,48,2,"Dot ball, Josh Hazlewood to Shreyas Iyer",false,false,Adam Zampa
71,1,1,false,,,,15,49,2,Single taken by Shubman Gill,false,false,
72,1,0,false,,,,15,49,2,"Dot ball, Adam Zampa to Shreyas Iyer",false,false,
73,1,0,true,,KL Rahul,bowled,15,49,3,WICKET! Shreyas Iyer is bowled — Adam Zampa strikes,false,false,
74,1,1,false,,,,15,50,3,Single taken by KL Rahul,false,false,
75,1,0,false,,,,15,50,3,"Dot ball, Adam Zampa to Shubman Gill",false,false,
76,1,1,false,,,,15,51,3,Single taken by Shubman Gill,false,false,Mitchell Marsh
77,1,0,false,,,,15,51,3,"Dot ball, Mitchell Marsh to Shubman Gill",false,false,
78,1,4,false,,,,15,55,3,FOUR! Shubman Gill pierces the field,false,false,
79,1,1,false,,,,15,56,3,Single taken by Shubman Gill,false,false,
80,1,0,false,,,,15,56,3,"Dot ball, Mitchell Marsh to KL Rahul",false,false,
81,1,1,false,,,,15,57,3,Single taken by KL Rahul,false,false,
82,1,0,false,,,,15,57,3,"Dot ball, Mitchell Marsh to Shubman Gill",false,false,Glenn Maxwell
83,1,0,false,,,,15,57,3,"Dot ball, Glenn Maxwell to KL Rahul",false,false,
84,1,1,false,,,,15,58,3,Single taken by KL Rahul,false,false,
85,1,1,false,,,,15,59,3,Single taken by Shubman Gill,false,false,
86,1,0,false,,,,15,59,3,"Dot ball, Glenn Maxwell to KL Rahul",false,false,
87,1,2,false,,,,15,61,3,KL Rahul pushes for two,false,false,
88,1,0,false,,,,15,61,3,"Dot ball, Glenn Maxwell to KL Rahul",false,false,Marcus Stoinis
89,1,1,false,,,,15,62,3,Single taken by Shubman Gill,false,false,
90,1,0,false,,,,15,62,3,"Dot ball, Marcus Stoinis to KL Rahul",false,false,
91,1,1,false,,,,15,63,3,Single taken by KL Rahul,false,false,
92,1,0,false,,,,15,63,3,"Dot ball, Marcus Stoinis to Shubman Gill",false,false,
93,1,0,true,,Hardik Pandya,bowled,15,63,4,WICKET! Shubman Gill is bowled — Marcus Stoinis strikes,false,false,
94,1,1,false,,,,15,64,4,Single taken by Hardik Pandya,false,false,Travis Head
95,1,0,false,,,,15,64,4,"Dot ball, Travis Head to Hardik Pandya",false,false,
96,1,1,false,,,,15,65,4,Single taken by Hardik Pandya,false,false,
97,1,0,false,,,,15,65,4,"Dot ball, Travis Head to KL Rahul",false,false,
98,1,4,false,,,,15,69,4,FOUR! KL Rahul pierces the field,false,false,
99,1,1,false,,,,15,70,4,Single taken by KL Rahul,false,false,
100,1,0,false,,,,15,70,4,"Dot ball, Travis Head to Hardik Pandya",false,false,Mitchell Starc
101,1,1,false,,,,15,71,4,Single taken by KL Rahul,false,false,
102,1,0,false,,,,15,71,4,"Dot ball, Mitchell Starc to Hardik Pandya",false,false,
103,1,0,false,,,,15,71,4,"Dot ball, Mitchell Starc to Hardik Pandya",false,false,
104,1,1,false,,,,15,72,4,Single taken by Hardik Pandya,false,false,
105,1,1,false,,,,15,73,4,Single taken by KL Rahul,false,false,
106,1,0,false,,,,15,73,4,"Dot ball, Mitchell Starc to Hardik Pandya",false,false,Pat Cummins
107,1,2,false,,,,15,75,4,KL Rahul pushes for two,false,false,
108,1,0,false,,,,15,75,4,"Dot ball, Pat Cummins to KL Rahul",false,false,
109,1,1,false,,,,15,76,4,Single taken by KL Rahul,false,false,
110,1,0,false,,,,15,76,4,"Dot ball, Pat Cummins to Hardik Pandya",false,false,
111,1,1,false,,,,15,77,4,Single taken by Hardik Pandya,false,false,
112,1,0,false,,,,15,77,4,"Dot ball, Pat Cummins to KL Rahul",false,false,Josh Hazlewood
113,1,0,true,,Ravindra Jadeja,bowled,15,77,5,WICKET! Hardik Pandya is bowled — Josh Hazlewood strikes,false,false,
114,1,1,false,,,,15,78,5,Single taken by Ravindra Jadeja,false,false,
115,1,0,false,,,,15,78,5,"Dot ball, Josh Hazlewood to KL Rahul",false,false,
116,1,1,false,,,,15,79,5,Single taken by KL Rahul,false,false,
117,1,0,false,,,,15,79,5,"Dot ball, Josh Hazlewood to Ravindra Jadeja",false,false,
118,1,4,false,,,,15,83,5,FOUR! Ravindra Jadeja pierces the field,false,false,Adam Zampa
119,1,1,false,,,,15,84,5,Single taken by KL Rahul,false,false,
120,1,0,false,,,,15,84,5,"Dot ball, Adam Zampa to Ravindra Jadeja",false,false,
121,1,1,false,,,,15,85,5,Single taken by Ravindra Jadeja,false,false,
122,1,0,false,,,,15,85,5,"Dot ball, Adam Zampa to KL Rahul",false,false,
123,1,0,false,,,,15,85,5,"Dot ball, Adam Zampa to KL Rahul",false,false,
124,1,1,false,,,,15,86,5,Single taken by KL Rahul,false,false,Mitchell Marsh
125,1,1,false,,,,15,87,5,Single taken by KL Rahul,false,false,
126,1,0,false,,,,15,87,5,"Dot ball, Mitchell Marsh to Ravindra Jadeja",false,false,
127,1,2,false,,,,15,89,5,Ravindra Jadeja pushes for two,false,false,
128,1,0,false,,,,15,89,5,"Dot ball, Mitchell Marsh to Ravindra Jadeja",false,false,
129,1,1,false,,,,15,90,5,Single taken by Ravindra Jadeja,false,false,
130,1,0,false,,,,15,90,5,"Dot ball, Mitchell Marsh to KL Rahul",false,false,Glenn Maxwell
131,1,1,false,,,,15,91,5,Single taken by Ravindra Jadeja,false,false,
132,1,0,false,,,,15,91,5,"Dot ball, Glenn Maxwell to KL Rahul",false,false,
133,1,0,true,,Axar Patel,bowled,15,91,6,WICKET! KL Rahul is bowled — Glenn Maxwell strikes,false,false,
134,1,1,false,,,,15,92,6,Single taken by Axar Patel,false,false,
135,1,0,false,,,,15,92,6,"Dot ball, Glenn Maxwell to Ravindra Jadeja",false,false,
136,1,1,false,,,,15,93,6,Single taken by Ravindra Jadeja,false,false,Marcus Stoinis
137,1,0,false,,,,15,93,6,"Dot ball, Marcus Stoinis to Ravindra Jadeja",false,false,
138,1,4,false,,,,15,97,6,FOUR! Ravindra Jadeja pierces the field,false,false,
139,1,1,false,,,,15,98,6,Single taken by Ravindra Jadeja,false,false,
140,1,0,false,,,,15,98,6,"Dot ball, Marcus Stoinis to Axar Patel",false,false,
141,1,1,false,,,,15,99,6,Single taken by Axar Patel,false,false,
142,1,0,false,,,,15,99,6,"Dot ball, Marcus Stoinis to Ravindra Jadeja",false,false,Travis Head
143,1,0,false,,,,15,99,6,"Dot ball, Travis Head to Axar Patel",false,false,
144,1,1,false,,,,15,100,6,Single taken by Axar Patel,false,false,
145,1,1,false,,,,15,101,6,Single taken by Ravindra Jadeja,false,false,
146,1,0,false,,,,15,101,6,"Dot ball, Travis Head to Axar Patel",false,false,
147,1,2,false,,,,15,103,6,Axar Patel pushes for two,false,false,
148,1,0,false,,,,15,103,6,"Dot ball, Travis Head to Axar Patel",false,false,Mitchell Starc
149,1,1,false,,,,15,104,6,Single taken by Ravindra Jadeja,false,false,
150,1,0,false,,,,15,104,6,"Dot ball, Mitchell Starc to Axar Patel",false,false,
151,1,1,false,,,,15,105,6,Single taken by Axar Patel,false,false,
152,1,0,false,,,,15,105,6,"Dot ball, Mitchell Starc to Ravindra Jadeja",false,false,
153,1,0,true,,Kuldeep Yadav,bowled,15,105,7,WICKET! Ravindra Jadeja is bowled — Mitchell Starc strikes,false,false,
154,1,1,false,,,,15,106,7,Single taken by Kuldeep Yadav,false,false,Pat Cummins
155,1,0,false,,,,15,106,7,"Dot ball, Pat Cummins to Kuldeep Yadav",false,false,
156,1,1,false,,,,15,107,7,Single taken by Kuldeep Yadav,false,false,
157,1,0,false,,,,15,107,7,"Dot ball, Pat Cummins to Axar Patel",false,false,
158,1,4,false,,,,15,111,7,FOUR! Axar Patel pierces the field,false,false,
159,1,1,false,,,,15,112,7,Single taken by Axar Patel,false,false,
160,1,0,false,,,,15,112,7,"Dot ball, Pat Cummins to Kuldeep Yadav",false,false,Josh Hazlewood
161,1,1,false,,,,15,113,7,Single taken by Axar Patel,false,false,
162,1,0,false,,,,15,113,7,"Dot ball, Josh Hazlewood to Kuldeep Yadav",false,false,
163,1,0,false,,,,15,113,7,"Dot ball, Josh Hazlewood to Kuldeep Yadav",false,false,
164,1,1,false,,,,15,114,7,Single taken by Kuldeep Yadav,false,false,
165,1,1,false,,,,15,115,7,Single taken by Axar Patel,false,false,
166,1,0,false,,,,15,115,7,"Dot ball, Josh Hazlewood to Kuldeep Yadav",false,false,Adam Zampa
167,1,2,false,,,,15,117,7,Axar Patel pushes for two,false,false,
168,1,0,false,,,,15,117,7,"Dot ball, Adam Zampa to Axar Patel",false,false,
169,1,1,false,,,,15,118,7,Single taken by Axar Patel,false,false,
170,1,0,false,,,,15,118,7,"Dot ball, Adam Zampa to Kuldeep Yadav",false,false,
171,1,1,false,,,,15,119,7,Single taken by Kuldeep Yadav,false,false,
172,1,0,false,,,,15,119,7,"Dot ball, Adam Zampa to Axar Patel",false,false,Mitchell Marsh
173,1,1,false,,,,15,120,7,Single taken by Kuldeep Yadav,false,false,
174,1,1,false,,,,15,121,7,Single taken by Axar Patel,false,false,
175,1,0,false,,,,15,121,7,"Dot ball, Mitchell Marsh to Kuldeep Yadav",false,false,
176,1,1,false,,,,15,122,7,Single taken by Kuldeep Yadav,false,false,
177,1,0,false,,,,15,122,7,"Dot ball, Mitchell Marsh to Axar Patel",false,false,
178,1,4,false,,,,15,126,7,FOUR! Axar Patel pierces the field,false,false,Glenn Maxwell
179,1,1,false,,,,15,127,7,Single taken by Kuldeep Yadav,false,false,
180,1,0,false,,,,15,127,7,"Dot ball, Glenn Maxwell to Axar Patel",false,false,
181,1,1,false,,,,15,128,7,Single taken by Axar Patel,false,false,
182,1,0,false,,,,15,128,7,"Dot ball, Glenn Maxwell to Kuldeep Yadav",false,false,
183,1,0,false,,,,15,128,7,"Dot ball, Glenn Maxwell to Kuldeep Yadav",false,false,
184,1,1,false,,,,15,129,7,Single taken by Kuldeep Yadav,false,false,Marcus Stoinis
185,1,1,false,,,,15,130,7,Single taken by Kuldeep Yadav,false,false,
186,1,0,false,,,,15,130,7,"Dot ball, Marcus Stoinis to Axar Patel",false,false,
187,1,2,false,,,,15,132,7,Axar Patel pushes for two,false,false,
188,1,0,false,,,,15,132,7,"Dot ball, Marcus Stoinis to Axar Patel",false,false,
189,1,1,false,,,,15,133,7,Single taken by Axar Patel,false,false,
190,1,0,false,,,,15,133,7,"Dot ball, Marcus Stoinis to Kuldeep Yadav",false,false,Travis Head
191,1,1,false,,,,15,134,7,Single taken by Axar Patel,false,false,
192,1,0,false,,,,15,134,7,"Dot ball, Travis Head to Kuldeep Yadav",false,false,
193,1,1,false,,,,15,135,7,Single taken by Kuldeep Yadav,false,false,
194,1,1,false,,,,15,136,7,Single taken by Axar Patel,false,false,
195,1,0,false,,,,15,136,7,"Dot ball, Travis Head to Kuldeep Yadav",false,false,
196,1,1,false,,,,15,137,7,Single taken by Kuldeep Yadav,false,false,Mitchell Starc
197,1,0,false,,,,15,137,7,"Dot ball, Mitchell Starc to Kuldeep Yadav",false,false,
198,1,4,false,,,,15,141,7,FOUR! Kuldeep Yadav pierces the field,false,false,
199,1,1,false,,,,15,142,7,Single taken by Kuldeep Yadav,false,false,
200,1,0,false,,,,15,142,7,"Dot ball, Mitchell Starc to Axar Patel",false,false,
201,1,1,false,,,,15,143,7,Single taken by Axar Patel,false,false,
202,1,0,false,,,,15,143,7,"Dot ball, Mitchell Starc to Kuldeep Yadav",false,false,Pat Cummins
203,1,0,false,,,,15,143,7,"Dot ball, Pat Cummins to Axar Patel",false,false,
204,1,1,false,,,,15,144,7,Single taken by Axar Patel,false,false,
205,1,1,false,,,,15,145,7,Single taken by Kuldeep Yadav,false,false,
206,1,0,false,,,,15,145,7,"Dot ball, Pat Cummins to Axar Patel",false,false,
207,1,2,false,,,,15,147,7,Axar Patel pushes for two,false,false,
208,1,0,false,,,,15,147,7,"Dot ball, Pat Cummins to Axar Patel",false,false,Josh Hazlewood
209,1,1,false,,,,15,148,7,Single taken by Kuldeep Yadav,false,false,
210,1,0,false,,,,15,148,7,"Dot ball, Josh Hazlewood to Axar Patel",false,false,
211,1,1,false,,,,15,149,7,Single taken by Axar Patel,false,false,
212,1,0,false,,,,15,149,7,"Dot ball, Josh Hazlewood to Kuldeep Yadav",false,false,
213,1,1,false,,,,15,150,7,Single taken by Kuldeep Yadav,false,false,
214,1,1,false,,,,15,151,7,Single taken by Axar Patel,false,false,Adam Zampa
215,1,0,false,,,,15,151,7,"Dot ball, Adam Zampa to Axar Patel",false,false,
216,1,1,false,,,,15,152,7,Single taken by Axar Patel,false,false,
217,1,0,false,,,,15,152,7,"Dot ball, Adam Zampa to Kuldeep Yadav",false,false,
218,1,4,false,,,,15,156,7,FOUR! Kuldeep Yadav pierces the field,false,false,
219,1,1,false,,,,15,157,7,Single taken by Kuldeep Yadav,false,false,
220,1,0,false,,,,15,157,7,"Dot ball, Adam Zampa to Axar Patel",false,false,Mitchell Marsh
221,1,1,false,,,,15,158,7,Single taken by Kuldeep Yadav,false,false,
222,1,0,false,,,,15,158,7,"Dot ball, Mitchell Marsh to Axar Patel",false,false,
223,1,0,false,,,,15,158,7,"Dot ball, Mitchell Marsh to Axar Patel",false,false,
224,1,1,false,,,,15,159,7,Single taken by Axar Patel,false,false,
225,1,1,false,,,,15,160,7,Single taken by Kuldeep Yadav,false,false,
226,1,0,false,,,,15,160,7,"Dot ball, Mitchell Marsh to Axar Patel",false,false,Glenn Maxwell
227,1,2,false,,,,15,162,7,Kuldeep Yadav pushes for two,false,false,
228,1,0,false,,,,15,162,7,"Dot ball, Glenn Maxwell to Kuldeep Yadav",false,false,
229,1,1,false,,,,15,163,7,Single taken by Kuldeep Yadav,false,false,
230,1,0,false,,,,15,163,7,"Dot ball, Glenn Maxwell to Axar Patel",false,false,
231,1,1,false,,,,15,164,7,Single taken by Axar Patel,false,false,
232,1,0,false,,,,15,164,7,"Dot ball, Glenn Maxwell to Kuldeep Yadav",false,false,Marcus Stoinis
233,1,1,false,,,,15,165,7,Single taken by Axar Patel,false,false,
234,1,1,false,,,,15,166,7,Single taken by Kuldeep Yadav,false,false,
235,1,0,false,,,,15,166,7,"Dot ball, Marcus Stoinis to Axar Patel",false,false,
236,1,1,false,,,,15,167,7,Single taken by Axar Patel,false,false,
237,1,0,false,,,,15,167,7,"Dot ball, Marcus Stoinis to Kuldeep Yadav",false,false,
238,1,4,false,,,,15,171,7,FOUR! Kuldeep Yadav pierces the field,false,false,Travis Head
239,1,1,false,,,,15,172,7,Single taken by Axar Patel,false,false,
240,1,0,false,,,,15,172,7,"Dot ball, Travis Head to Kuldeep Yadav",false,false,
241,1,1,false,,,,15,173,7,Single taken by Kuldeep Yadav,false,false,
242,1,0,false,,,,15,173,7,"Dot ball, Travis Head to Axar Patel",false,false,
243,1,0,false,,,,15,173,7,"Dot ball, Travis Head to Axar Patel",false,false,
244,1,1,false,,,,15,174,7,Single taken by Axar Patel,false,false,Mitchell Starc
245,1,2,false,,,,15,176,7,Axar Patel pushes for two,false,false,
246,1,0,false,,,,15,176,7,"Dot ball, Mitchell Starc to Axar Patel",false,false,
247,1,6,false,,,,15,182,7,SIX! Axar Patel clears the ropes,false,false,
248,1,0,true,,Mohammed Siraj,caught,15,182,8,WICKET! Axar Patel is caught — Mitchell Starc strikes,false,false,
249,1,1,false,,,,15,183,8,Single taken by Mohammed Siraj,false,false,
250,1,4,false,,,,15,187,8,FOUR! Kuldeep Yadav pierces the field,false,false,Pat Cummins
251,1,0,false,,,,15,187,8,"Dot ball, Pat Cummins to Mohammed Siraj",false,false,
252,1,2,false,,,,15,189,8,Mohammed Siraj pushes for two,false,false,
253,1,1,false,,,,15,190,8,Single taken by Mohammed Siraj,false,false,
254,1,0,false,,,,15,190,8,"Dot ball, Pat Cummins to Kuldeep Yadav",false,false,
255,1,1,false,,,,15,191,8,Single taken by Kuldeep Yadav,false,false,
256,1,4,false,,,,15,195,8,FOUR! Mohammed Siraj pierces the field,false,false,Josh Hazlewood
257,1,1,false,,,,15,196,8,Single taken by Kuldeep Yadav,false,false,
258,1,0,false,,,,15,196,8,"Dot ball, Josh Hazlewood to Mohammed Siraj",false,false,
259,1,4,false,,,,15,200,8,FOUR! Mohammed Siraj pierces the field,false,false,
260,1,1,false,,,,15,201,8,Single taken by Mohammed Siraj,false,false,
261,1,2,false,,,,15,203,8,Kuldeep Yadav pushes for two,false,false,
262,1,0,false,,,,15,203,8,"Dot ball, Josh Hazlewood to Kuldeep Yadav",false,false,Adam Zampa
263,1,6,false,,,,15,209,8,SIX! Mohammed Siraj clears the ropes,false,false,
264,1,0,true,,Jasprit Bumrah,caught,15,209,9,WICKET! Mohammed Siraj is caught — Adam Zampa strikes,false,false,
265,1,1,false,,,,15,210,9,Single taken by Jasprit Bumrah,false,false,
266,1,4,false,,,,15,214,9,FOUR! Kuldeep Yadav pierces the field,false,false,
267,1,0,false,,,,15,214,9,"Dot ball, Adam Zampa to Kuldeep Yadav",false,false,
268,1,2,false,,,,15,216,9,Kuldeep Yadav pushes for two,false,false,Mitchell Marsh
269,1,1,false,,,,15,217,9,Single taken by Jasprit Bumrah,false,false,
270,1,0,false,,,,15,217,9,"Dot ball, Mitchell Marsh to Kuldeep Yadav",false,false,
271,1,1,false,,,,15,218,9,Single taken by Kuldeep Yadav,false,false,
272,1,4,false,,,,15,222,9,FOUR! Jasprit Bumrah pierces the field,false,false,
273,1,1,false,,,,15,223,9,Single taken by Jasprit Bumrah,false,false,
274,1,0,false,,,,15,223,9,"Dot ball, Mitchell Marsh to Kuldeep Yadav",false,false,Glenn Maxwell
275,1,4,false,,,,15,227,9,FOUR! Jasprit Bumrah pierces the field,false,false,
276,1,1,false,,,,15,228,9,Single taken by Jasprit Bumrah,false,false,
277,1,2,false,,,,15,230,9,Kuldeep Yadav pushes for two,false,false,
278,1,0,false,,,,15,230,9,"Dot ball, Glenn Maxwell to Kuldeep Yadav",false,false,
279,1,6,false,,,,15,236,9,SIX! Kuldeep Yadav clears the ropes,false,false,
280,1,0,true,,Batter 12,caught,15,236,10,WICKET! Kuldeep Yadav is caught — Glenn Maxwell strikes,true,false,Marcus Stoinis
281,2,0,false,,,,15,0,0,"Dot ball, Mohammed Siraj to David Warner",false,false,
282,2,0,false,,,,15,0,0,"Dot ball, Mohammed Siraj to David Warner",false,false,
283,2,1,false,,,,15,1,0,Single taken by David Warner,false,false,
284,2,0,false,,,,15,1,0,"Dot ball, Mohammed Siraj to Travis Head",false,false,
285,2,1,false,,,,15,2,0,Single taken by Travis Head,false,false,
286,2,4,false,,,,15,6,0,FOUR! David Warner pierces the field,false,false,Jasprit Bumrah
287,2,0,false,,,,15,6,0,"Dot ball, Jasprit Bumrah to Travis Head",false,false,
288,2,1,false,,,,15,7,0,Single taken by Travis Head,false,false,
289,2,0,false,,,,15,7,0,"Dot ball, Jasprit Bumrah to David Warner",false,false,
290,2,1,false,,,,15,8,0,Single taken by David Warner,false,false,
291,2,1,false,wide,,,15,9,0,Wide from Jasprit Bumrah,false,false,
292,2,0,false,,,,15,9,0,"Dot ball, Jasprit Bumrah to Travis Head",false,false,
293,2,1,false,,,,15,10,0,Single taken by Travis Head,false,false,Hardik Pandya
294,2,0,false,,,,15,10,0,"Dot ball, Hardik Pandya to Travis Head",false,false,
295,2,0,false,,,,15,10,0,"Dot ball, Hardik Pandya to Travis Head",false,false,
296,2,1,false,,,,15,11,0,Single taken by Travis Head,false,false,
297,2,0,false,,,,15,11,0,"Dot ball, Hardik Pandya to David Warner",false,false,
298,2,0,false,,,,15,11,0,"Dot ball, Hardik Pandya to David Warner",false,false,
299,2,1,false,,,,15,12,0,Single taken by David Warner,false,false,Ravindra Jadeja
300,2,0,false,,,,15,12,0,"Dot ball, Ravindra Jadeja to David Warner",false,false,
301,2,1,false,,,,15,13,0,Single taken by David Warner,false,false,
302,2,4,false,,,,15,17,0,FOUR! Travis Head pierces the field,false,false,
303,2,0,false,,,,15,17,0,"Dot ball, Ravindra Jadeja to Travis Head",false,false,
304,2,1,false,,,,15,18,0,Single taken by Travis Head,false,false,
305,2,0,false,,,,15,18,0,"Dot ball, Ravindra Jadeja to David Warner",false,false,Kuldeep Yadav
306,2,1,false,,,,15,19,0,Single taken by Travis Head,false,false,
307,2,1,false,wide,,,15,20,0,Wide from Kuldeep Yadav,false,false,
308,2,0,false,,,,15,20,0,"Dot ball, Kuldeep Yadav to David Warner",false,false,
309,2,1,false,,,,15,21,0,Single taken by David Warner,false,false,
310,2,0,false,,,,15,21,0,"Dot ball, Kuldeep Yadav to Travis Head",false,false,
311,2,0,false,,,,15,21,0,"Dot ball, Kuldeep Yadav to Travis Head",false,false,
312,2,1,false,,,,15,22,0,Single taken by Travis Head,false,false,Axar Patel
313,2,0,false,,,,15,22,0,"Dot ball, Axar Patel to Travis Head",false,false,
314,2,0,false,,,,15,22,0,"Dot ball, Axar Patel to Travis Head",false,false,
315,2,1,false,,,,15,23,0,Single taken by Travis Head,false,false,
316,2,0,false,,,,15,23,0,"Dot ball, Axar Patel to David Warner",false,false,
317,2,1,false,,,,15,24,0,Single taken by David Warner,false,false,
318,2,4,false,,,,15,28,0,FOUR! Travis Head pierces the field,false,false,Virat Kohli
319,2,0,false,,,,15,28,0,"Dot ball, Virat Kohli to David Warner",false,false,
320,2,1,false,,,,15,29,0,Single taken by David Warner,false,false,
321,2,0,false,,,,15,29,0,"Dot ball, Virat Kohli to Travis Head",false,false,
322,2,1,false,,,,15,30,0,Single taken by Travis Head,false,false,
323,2,1,false,wide,,,15,31,0,Wide from Virat Kohli,false,false,
324,2,0,false,,,,15,31,0,"Dot ball, Virat Kohli to David Warner",false,false,
