match_id,event_seq,innings,runs,is_wicket,extra,striker_name,non_striker_name,bowler_name,next_batter_name,wicket_type,delay_sec,over,ball_in_over,is_legal_ball,runs_off_bat,extra_runs,is_boundary,is_four,is_six,score_after,wickets_after,balls_bowled_after,overs_text_after,runs_needed_after,target_score,commentary,end_innings,end_match,change_bowler,swap_strike
0000000000000000000000bb,17,1,0,true,,Virat Kohli,Faf du Plessis,Sunil Narine,Rajat Patidar,caught,15,3,5,true,0,0,false,false,false,18,1,17,2.5,0,,Virat Kohli holes out — huge moment in the chase,false,false,,false
0000000000000000000000bb,18,1,1,false,,Rajat Patidar,Faf du Plessis,Sunil Narine,,,15,3,6,true,1,0,false,false,false,19,1,18,3.0,0,,"Quick single, Rajat Patidar keeps strike rotating",false,false,Varun Chakravarthy,true
0000000000000000000000bb,19,1,2,false,,Rajat Patidar,Faf du Plessis,Varun Chakravarthy,,,15,4,1,true,2,0,false,false,false,21,1,19,3.1,0,,Rajat Patidar pushes for two in the deep,false,false,,false
0000000000000000000000bb,20,1,0,false,,Rajat Patidar,Faf du Plessis,Varun Chakravarthy,,,15,4,2,true,0,0,false,false,false,21,1,20,3.2,0,,"Dot ball, Varun Chakravarthy to Rajat Patidar",false,false,,false
0000000000000000000000bb,21,1,1,false,,Rajat Patidar,Faf du Plessis,Varun Chakravarthy,,,15,4,3,true,1,0,false,false,false,22,1,21,3.3,0,,"Quick single, Rajat Patidar keeps strike rotating",false,false,,false
0000000000000000000000bb,22,1,0,false,,Faf du Plessis,Rajat Patidar,Varun Chakravarthy,,,15,4,4,true,0,0,false,false,false,22,1,22,3.4,0,,"Dot ball, Varun Chakravarthy to Faf du Plessis",false,false,,false
0000000000000000000000bb,23,1,2,false,,Faf du Plessis,Rajat Patidar,Varun Chakravarthy,,,15,4,5,true,2,0,false,false,false,24,1,23,3.5,0,,Faf du Plessis pushes for two in the deep,false,false,,false
0000000000000000000000bb,24,1,1,false,,Faf du Plessis,Rajat Patidar,Varun Chakravarthy,,,15,4,6,true,1,0,false,false,false,25,1,24,4.0,0,,"Quick single, Faf du Plessis keeps strike rotating",false,false,Harshit Rana,true
0000000000000000000000bb,25,1,0,false,,Faf du Plessis,Rajat Patidar,Harshit Rana,,,15,5,1,true,0,0,false,false,false,25,1,25,4.1,0,,"Dot ball, Harshit Rana to Faf du Plessis",false,false,,false
0000000000000000000000bb,26,1,0,false,,Faf du Plessis,Rajat Patidar,Harshit Rana,,,15,5,2,true,0,0,false,false,false,25,1,26,4.2,0,,"Dot ball, Harshit Rana to Faf du Plessis",false,false,,false
0000000000000000000000bb,27,1,1,false,,Faf du Plessis,Rajat Patidar,Harshit Rana,,,15,5,3,true,1,0,false,false,false,26,1,27,4.3,0,,"Quick single, Faf du Plessis keeps strike rotating",false,false,,false
0000000000000000000000bb,28,1,4,false,,Rajat Patidar,Faf du Plessis,Harshit Rana,,,15,5,4,true,4,0,true,true,false,30,1,28,4.4,0,,"Rajat Patidar finds the gap, races away for four",false,false,,false
0000000000000000000000bb,29,1,0,false,,Rajat Patidar,Faf du Plessis,Harshit Rana,,,15,5,5,true,0,0,false,false,false,30,1,29,4.5,0,,"Dot ball, Harshit Rana to Rajat Patidar",false,false,,false
0000000000000000000000bb,30,1,1,false,,Rajat Patidar,Faf du Plessis,Harshit Rana,,,15,5,6,true,1,0,false,false,false,31,1,30,5.0,0,,"Quick single, Rajat Patidar keeps strike rotating",false,false,Venkatesh Iyer,true
0000000000000000000000bb,31,1,2,false,,Rajat Patidar,Faf du Plessis,Venkatesh Iyer,,,15,6,1,true,2,0,false,false,false,33,1,31,5.1,0,,Rajat Patidar pushes for two in the deep,false,false,,false
0000000000000000000000bb,32,1,0,true,,Rajat Patidar,Faf du Plessis,Venkatesh Iyer,Glenn Maxwell,bowled,15,6,2,true,0,0,false,false,false,33,2,32,5.2,0,,Rajat Patidar bowled by Venkatesh Iyer! KKR strike back,false,false,,false
0000000000000000000000bb,33,1,1,false,,Glenn Maxwell,Faf du Plessis,Venkatesh Iyer,,,15,6,3,true,1,0,false,false,false,34,2,33,5.3,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,,false
0000000000000000000000bb,34,1,0,false,,Faf du Plessis,Glenn Maxwell,Venkatesh Iyer,,,15,6,4,true,0,0,false,false,false,34,2,34,5.4,0,,"Dot ball, Venkatesh Iyer to Faf du Plessis",false,false,,false
0000000000000000000000bb,35,1,1,false,,Faf du Plessis,Glenn Maxwell,Venkatesh Iyer,,,15,6,5,true,1,0,false,false,false,35,2,35,5.5,0,,"Quick single, Faf du Plessis keeps strike rotating",false,false,,false
0000000000000000000000bb,36,1,2,false,,Glenn Maxwell,Faf du Plessis,Venkatesh Iyer,,,15,6,6,true,2,0,false,false,false,37,2,36,6.0,0,,Glenn Maxwell pushes for two in the deep,false,false,Nitish Rana,true
0000000000000000000000bb,37,1,0,false,,Faf du Plessis,Glenn Maxwell,Nitish Rana,,,15,7,1,true,0,0,false,false,false,37,2,37,6.1,0,,"Dot ball, Nitish Rana to Faf du Plessis",false,false,,false
0000000000000000000000bb,38,1,1,false,,Faf du Plessis,Glenn Maxwell,Nitish Rana,,,15,7,2,true,1,0,false,false,false,38,2,38,6.2,0,,"Quick single, Faf du Plessis keeps strike rotating",false,false,,false
0000000000000000000000bb,39,1,0,false,,Glenn Maxwell,Faf du Plessis,Nitish Rana,,,15,7,3,true,0,0,false,false,false,38,2,39,6.3,0,,"Dot ball, Nitish Rana to Glenn Maxwell",false,false,,false
0000000000000000000000bb,40,1,2,false,wide,Glenn Maxwell,Faf du Plessis,Nitish Rana,,,15,7,3,false,1,1,false,false,false,40,2,39,6.3,0,,"Wide from Nitish Rana, pressure on the bowler in the chase",false,false,,false
0000000000000000000000bb,41,1,0,false,,Glenn Maxwell,Faf du Plessis,Nitish Rana,,,15,7,4,true,0,0,false,false,false,40,2,40,6.4,0,,"Dot ball, Nitish Rana to Glenn Maxwell",false,false,,false
0000000000000000000000bb,42,1,2,false,,Glenn Maxwell,Faf du Plessis,Nitish Rana,,,15,7,5,true,2,0,false,false,false,42,2,41,6.5,0,,Glenn Maxwell pushes for two in the deep,false,false,,false
0000000000000000000000bb,43,1,1,false,,Glenn Maxwell,Faf du Plessis,Nitish Rana,,,15,7,6,true,1,0,false,false,false,43,2,42,7.0,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,Rinku Singh,true
0000000000000000000000bb,44,1,0,false,,Glenn Maxwell,Faf du Plessis,Rinku Singh,,,15,8,1,true,0,0,false,false,false,43,2,43,7.1,0,,"Dot ball, Rinku Singh to Glenn Maxwell",false,false,,false
0000000000000000000000bb,45,1,4,false,,Glenn Maxwell,Faf du Plessis,Rinku Singh,,,15,8,2,true,4,0,true,true,false,47,2,44,7.2,0,,"Glenn Maxwell finds the gap, races away for four",false,false,,false
0000000000000000000000bb,46,1,1,false,,Glenn Maxwell,Faf du Plessis,Rinku Singh,,,15,8,3,true,1,0,false,false,false,48,2,45,7.3,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,,false
0000000000000000000000bb,47,1,0,true,,Faf du Plessis,Glenn Maxwell,Rinku Singh,Cameron Green,caught,15,8,4,true,0,0,false,false,false,48,3,46,7.4,0,,Faf du Plessis holes out — huge moment in the chase,false,false,,false
0000000000000000000000bb,48,1,2,false,,Cameron Green,Glenn Maxwell,Rinku Singh,,,15,8,5,true,2,0,false,false,false,50,3,47,7.5,0,,Cameron Green pushes for two in the deep,false,false,,false
0000000000000000000000bb,49,1,0,false,,Cameron Green,Glenn Maxwell,Rinku Singh,,,15,8,6,true,0,0,false,false,false,50,3,48,8.0,0,,"Dot ball, Rinku Singh to Cameron Green",false,false,Mitchell Starc,true
0000000000000000000000bb,50,1,1,false,,Glenn Maxwell,Cameron Green,Mitchell Starc,,,15,9,1,true,1,0,false,false,false,51,3,49,8.1,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,,false
0000000000000000000000bb,51,1,4,false,,Cameron Green,Glenn Maxwell,Mitchell Starc,,,15,9,2,true,4,0,true,true,false,55,3,50,8.2,0,,"Cameron Green finds the gap, races away for four",false,false,,false
0000000000000000000000bb,52,1,1,false,,Cameron Green,Glenn Maxwell,Mitchell Starc,,,15,9,3,true,1,0,false,false,false,56,3,51,8.3,0,,"Quick single, Cameron Green keeps strike rotating",false,false,,false
0000000000000000000000bb,53,1,2,false,,Glenn Maxwell,Cameron Green,Mitchell Starc,,,15,9,4,true,2,0,false,false,false,58,3,52,8.4,0,,Glenn Maxwell pushes for two in the deep,false,false,,false
0000000000000000000000bb,54,1,0,false,,Glenn Maxwell,Cameron Green,Mitchell Starc,,,15,9,5,true,0,0,false,false,false,58,3,53,8.5,0,,"Dot ball, Mitchell Starc to Glenn Maxwell",false,false,,false
0000000000000000000000bb,55,1,1,false,,Glenn Maxwell,Cameron Green,Mitchell Starc,,,15,9,6,true,1,0,false,false,false,59,3,54,9.0,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,Andre Russell,true
0000000000000000000000bb,56,1,4,false,,Glenn Maxwell,Cameron Green,Andre Russell,,,15,10,1,true,4,0,true,true,false,63,3,55,9.1,0,,"Glenn Maxwell finds the gap, races away for four",false,false,,false
0000000000000000000000bb,57,1,6,false,,Glenn Maxwell,Cameron Green,Andre Russell,,,15,10,2,true,6,0,true,false,true,69,3,56,9.2,0,,Glenn Maxwell launches Andre Russell over long-on for SIX!,false,false,,false
0000000000000000000000bb,58,1,1,false,,Glenn Maxwell,Cameron Green,Andre Russell,,,15,10,3,true,1,0,false,false,false,70,3,57,9.3,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,,false
0000000000000000000000bb,59,1,0,true,,Cameron Green,Glenn Maxwell,Andre Russell,Dinesh Karthik,lbw,15,10,4,true,0,0,false,false,false,70,4,58,9.4,0,,Cameron Green trapped lbw by Andre Russell,false,false,,false
0000000000000000000000bb,60,1,1,false,,Dinesh Karthik,Glenn Maxwell,Andre Russell,,,15,10,5,true,1,0,false,false,false,71,4,59,9.5,0,,"Quick single, Dinesh Karthik keeps strike rotating",false,false,,false
0000000000000000000000bb,61,1,2,false,,Glenn Maxwell,Dinesh Karthik,Andre Russell,,,15,10,6,true,2,0,false,false,false,73,4,60,10.0,0,,Glenn Maxwell pushes for two in the deep,false,false,Sunil Narine,true
0000000000000000000000bb,62,1,0,false,,Dinesh Karthik,Glenn Maxwell,Sunil Narine,,,15,11,1,true,0,0,false,false,false,73,4,61,10.1,0,,"Dot ball, Sunil Narine to Dinesh Karthik",false,false,,false
0000000000000000000000bb,63,1,1,false,,Dinesh Karthik,Glenn Maxwell,Sunil Narine,,,15,11,2,true,1,0,false,false,false,74,4,62,10.2,0,,"Quick single, Dinesh Karthik keeps strike rotating",false,false,,false
0000000000000000000000bb,64,1,6,false,,Glenn Maxwell,Dinesh Karthik,Sunil Narine,,,15,11,3,true,6,0,true,false,true,80,4,63,10.3,0,,Glenn Maxwell launches Sunil Narine over long-on for SIX!,false,false,,false
0000000000000000000000bb,65,1,4,false,,Glenn Maxwell,Dinesh Karthik,Sunil Narine,,,15,11,4,true,4,0,true,true,false,84,4,64,10.4,0,,"Glenn Maxwell finds the gap, races away for four",false,false,,false
0000000000000000000000bb,66,1,1,false,,Glenn Maxwell,Dinesh Karthik,Sunil Narine,,,15,11,5,true,1,0,false,false,false,85,4,65,10.5,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,,false
0000000000000000000000bb,67,1,2,false,,Dinesh Karthik,Glenn Maxwell,Sunil Narine,,,15,11,6,true,2,0,false,false,false,87,4,66,11.0,0,,Dinesh Karthik pushes for two in the deep,false,false,Varun Chakravarthy,true
0000000000000000000000bb,68,1,1,false,,Glenn Maxwell,Dinesh Karthik,Varun Chakravarthy,,,15,12,1,true,1,0,false,false,false,88,4,67,11.1,0,,"Quick single, Glenn Maxwell keeps strike rotating",false,false,,false
0000000000000000000000bb,69,1,0,false,,Dinesh Karthik,Glenn Maxwell,Varun Chakravarthy,,,15,12,2,true,0,0,false,false,false,88,4,68,11.2,0,,"Dot ball, Varun Chakravarthy to Dinesh Karthik",false,false,,false
0000000000000000000000bb,70,1,4,false,,Dinesh Karthik,Glenn Maxwell,Varun Chakravarthy,,,15,12,3,true,4,0,true,true,false,92,4,69,11.3,0,,"Dinesh Karthik finds the gap, races away for four",false,false,,false
0000000000000000000000bb,71,1,1,false,,Dinesh Karthik,Glenn Maxwell,Varun Chakravarthy,,,15,12,4,true,1,0,false,false,false,93,4,70,11.4,0,,"Quick single, Dinesh Karthik keeps strike rotating",false,false,,false
0000000000000000000000bb,72,1,0,true,,Glenn Maxwell,Dinesh Karthik,Varun Chakravarthy,Mahipal Lomror,caught,15,12,5,true,0,0,false,false,false,93,5,71,11.5,0,,Glenn Maxwell holes out — huge moment in the chase,false,false,,false
0000000000000000000000bb,73,1,1,false,,Mahipal Lomror,Dinesh Karthik,Varun Chakravarthy,,,15,12,6,true,1,0,false,false,false,94,5,72,12.0,0,,"Quick single, Mahipal Lomror keeps strike rotating",false,false,Harshit Rana,true
0000000000000000000000bb,74,1,2,false,,Mahipal Lomror,Dinesh Karthik,Harshit Rana,,,15,13,1,true,2,0,false,false,false,96,5,73,12.1,0,,Mahipal Lomror pushes for two in the deep,false,false,,false
0000000000000000000000bb,75,1,4,false,,Mahipal Lomror,Dinesh Karthik,Harshit Rana,,,15,13,2,true,4,0,true,true,false,100,5,74,12.2,0,,"Mahipal Lomror finds the gap, races away for four",false,false,,false
0000000000000000000000bb,76,1,1,false,,Mahipal Lomror,Dinesh Karthik,Harshit Rana,,,15,13,3,true,1,0,false,false,false,101,5,75,12.3,0,,"Quick single, Mahipal Lomror keeps strike rotating",false,false,,false
0000000000000000000000bb,77,1,0,false,,Dinesh Karthik,Mahipal Lomror,Harshit Rana,,,15,13,4,true,0,0,false,false,false,101,5,76,12.4,0,,"Dot ball, Harshit Rana to Dinesh Karthik",false,false,,false
0000000000000000000000bb,78,1,4,false,,Dinesh Karthik,Mahipal Lomror,Harshit Rana,,,15,13,5,true,4,0,true,true,false,105,5,77,12.5,0,,"Dinesh Karthik finds the gap, races away for four",false,false,,false
0000000000000000000000bb,79,1,1,false,,Dinesh Karthik,Mahipal Lomror,Harshit Rana,,,15,13,6,true,1,0,false,false,false,106,5,78,13.0,0,,"Quick single, Dinesh Karthik keeps strike rotating",false,false,Venkatesh Iyer,true
0000000000000000000000bb,80,1,0,false,,Dinesh Karthik,Mahipal Lomror,Venkatesh Iyer,,,15,14,1,true,0,0,false,false,false,106,5,79,13.1,0,,"Dot ball, Venkatesh Iyer to Dinesh Karthik",false,false,,false
0000000000000000000000bb,81,1,2,false,,Dinesh Karthik,Mahipal Lomror,Venkatesh Iyer,,,15,14,2,true,2,0,false,false,false,108,5,80,13.2,0,,Dinesh Karthik pushes for two in the deep,false,false,,false
0000000000000000000000bb,82,1,1,false,,Dinesh Karthik,Mahipal Lomror,Venkatesh Iyer,,,15,14,3,true,1,0,false,false,false,109,5,81,13.3,0,,"Quick single, Dinesh Karthik keeps strike rotating",false,false,,false
0000000000000000000000bb,83,1,6,false,,Mahipal Lomror,Dinesh Karthik,Venkatesh Iyer,,,15,14,4,true,6,0,true,false,true,115,5,82,13.4,0,,Mahipal Lomror launches Venkatesh Iyer over long-on for SIX!,false,false,,false
0000000000000000000000bb,84,1,1,false,,Mahipal Lomror,Dinesh Karthik,Venkatesh Iyer,,,15,14,5,true,1,0,false,false,false,116,5,83,13.5,0,,"Quick single, Mahipal Lomror keeps strike rotating",false,false,,false
0000000000000000000000bb,85,1,0,true,,Dinesh Karthik,Mahipal Lomror,Venkatesh Iyer,Karn Sharma,caught,15,14,6,true,0,0,false,false,false,116,6,84,14.0,0,,Dinesh Karthik holes out — huge moment in the chase,false,false,Nitish Rana,true
0000000000000000000000bb,86,1,1,false,,Mahipal Lomror,Karn Sharma,Nitish Rana,,,15,15,1,true,1,0,false,false,false,117,6,85,14.1,0,,"Quick single, Mahipal Lomror keeps strike rotating",false,false,,false
0000000000000000000000bb,87,1,2,false,,Karn Sharma,Mahipal Lomror,Nitish Rana,,,15,15,2,true,2,0,false,false,false,119,6,86,14.2,0,,Karn Sharma pushes for two in the deep,false,false,,false
0000000000000000000000bb,88,1,4,false,,Karn Sharma,Mahipal Lomror,Nitish Rana,,,15,15,3,true,4,0,true,true,false,123,6,87,14.3,0,,"Karn Sharma finds the gap, races away for four",false,false,,false
0000000000000000000000bb,89,1,1,false,,Karn Sharma,Mahipal Lomror,Nitish Rana,,,15,15,4,true,1,0,false,false,false,124,6,88,14.4,0,,"Quick single, Karn Sharma keeps strike rotating",false,false,,false
0000000000000000000000bb,90,1,4,false,,Mahipal Lomror,Karn Sharma,Nitish Rana,,,15,15,5,true,4,0,true,true,false,128,6,89,14.5,0,,"Mahipal Lomror finds the gap, races away for four",false,false,,false
0000000000000000000000bb,91,1,0,false,,Mahipal Lomror,Karn Sharma,Nitish Rana,,,15,15,6,true,0,0,false,false,false,128,6,90,15.0,0,,"Dot ball, Nitish Rana to Mahipal Lomror",false,false,Rinku Singh,true
0000000000000000000000bb,92,1,1,false,,Karn Sharma,Mahipal Lomror,Rinku Singh,,,15,16,1,true,1,0,false,false,false,129,6,91,15.1,0,,"Quick single, Karn Sharma keeps strike rotating",false,false,,false
0000000000000000000000bb,93,1,2,false,,Mahipal Lomror,Karn Sharma,Rinku Singh,,,15,16,2,true,2,0,false,false,false,131,6,92,15.2,0,,Mahipal Lomror pushes for two in the deep,false,false,,false
0000000000000000000000bb,94,1,0,false,,Mahipal Lomror,Karn Sharma,Rinku Singh,,,15,16,3,true,0,0,false,false,false,131,6,93,15.3,0,,"Dot ball, Rinku Singh to Mahipal Lomror",false,false,,false
0000000000000000000000bb,95,1,1,false,,Mahipal Lomror,Karn Sharma,Rinku Singh,,,15,16,4,true,1,0,false,false,false,132,6,94,15.4,0,,"Quick single, Mahipal Lomror keeps strike rotating",false,false,,false
0000000000000000000000bb,96,1,0,true,,Karn Sharma,Mahipal Lomror,Rinku Singh,Mohammed Siraj,bowled,15,16,5,true,0,0,false,false,false,132,7,95,15.5,0,,Karn Sharma bowled by Rinku Singh! KKR strike back,false,false,,false
0000000000000000000000bb,97,1,1,false,,Mohammed Siraj,Mahipal Lomror,Rinku Singh,,,15,16,6,true,1,0,false,false,false,133,7,96,16.0,0,,"Quick single, Mohammed Siraj keeps strike rotating",false,false,Mitchell Starc,true
0000000000000000000000bb,98,1,4,false,,Mohammed Siraj,Mahipal Lomror,Mitchell Starc,,,15,17,1,true,4,0,true,true,false,137,7,97,16.1,0,,"Mohammed Siraj finds the gap, races away for four",false,false,,false
0000000000000000000000bb,99,1,2,false,,Mohammed Siraj,Mahipal Lomror,Mitchell Starc,,,15,17,2,true,2,0,false,false,false,139,7,98,16.2,0,,Mohammed Siraj pushes for two in the deep,false,false,,false
0000000000000000000000bb,100,1,1,false,,Mohammed Siraj,Mahipal Lomror,Mitchell Starc,,,15,17,3,true,1,0,false,false,false,140,7,99,16.3,0,,"Quick single, Mohammed Siraj keeps strike rotating",false,false,,false
0000000000000000000000bb,101,1,6,false,,Mahipal Lomror,Mohammed Siraj,Mitchell Starc,,,15,17,4,true,6,0,true,false,true,146,7,100,16.4,0,,Mahipal Lomror launches Mitchell Starc over long-on for SIX!,false,false,,false
0000000000000000000000bb,102,1,0,false,,Mahipal Lomror,Mohammed Siraj,Mitchell Starc,,,15,17,5,true,0,0,false,false,false,146,7,101,16.5,0,,"Dot ball, Mitchell Starc to Mahipal Lomror",false,false,,false
0000000000000000000000bb,103,1,1,false,,Mahipal Lomror,Mohammed Siraj,Mitchell Starc,,,15,17,6,true,1,0,false,false,false,147,7,102,17.0,0,,"Quick single, Mahipal Lomror keeps strike rotating",false,false,Andre Russell,true
0000000000000000000000bb,104,1,2,false,,Mahipal Lomror,Mohammed Siraj,Andre Russell,,,15,18,1,true,2,0,false,false,false,149,7,103,17.1,0,,Mahipal Lomror pushes for two in the deep,false,false,,false
0000000000000000000000bb,105,1,4,false,,Mahipal Lomror,Mohammed Siraj,Andre Russell,,,15,18,2,true,4,0,true,true,false,153,7,104,17.2,0,,"Mahipal Lomror finds the gap, races away for four",false,false,,false
0000000000000000000000bb,106,1,1,false,,Mahipal Lomror,Mohammed Siraj,Andre Russell,,,15,18,3,true,1,0,false,false,false,154,7,105,17.3,0,,"Quick single, Mahipal Lomror keeps strike rotating",false,false,,false
0000000000000000000000bb,107,1,0,false,,Mohammed Siraj,Mahipal Lomror,Andre Russell,,,15,18,4,true,0,0,false,false,false,154,7,106,17.4,0,,"Dot ball, Andre Russell to Mohammed Siraj",false,false,,false
0000000000000000000000bb,108,1,2,false,,Mohammed Siraj,Mahipal Lomror,Andre Russell,,,15,18,5,true,2,0,false,false,false,156,7,107,17.5,0,,Mohammed Siraj pushes for two in the deep,false,false,,false
0000000000000000000000bb,109,1,1,false,,Mohammed Siraj,Mahipal Lomror,Andre Russell,,,15,18,6,true,1,0,false,false,false,157,7,108,18.0,0,,"Quick single, Mohammed Siraj keeps strike rotating",false,false,Sunil Narine,true
0000000000000000000000bb,110,1,4,false,,Mohammed Siraj,Mahipal Lomror,Sunil Narine,,,15,19,1,true,4,0,true,true,false,161,7,109,18.1,0,,"Mohammed Siraj finds the gap, races away for four",false,false,,false
0000000000000000000000bb,111,1,1,false,,Mohammed Siraj,Mahipal Lomror,Sunil Narine,,,15,19,2,true,1,0,false,false,false,162,7,110,18.2,0,,"Quick single, Mohammed Siraj keeps strike rotating",false,false,,false
0000000000000000000000bb,112,1,4,false,,Mahipal Lomror,Mohammed Siraj,Sunil Narine,,,15,19,3,true,4,0,true,true,false,166,7,111,18.3,0,,"Mahipal Lomror finds the gap, races away for four",false,false,,false
0000000000000000000000bb,113,1,0,true,,Mahipal Lomror,Mohammed Siraj,Sunil Narine,Lockie Ferguson,caught,15,19,4,true,0,0,false,false,false,166,8,112,18.4,0,,Mahipal Lomror holes out — huge moment in the chase,false,false,,false
0000000000000000000000bb,114,1,1,false,,Lockie Ferguson,Mohammed Siraj,Sunil Narine,,,15,19,5,true,1,0,false,false,false,167,8,113,18.5,0,,"Quick single, Lockie Ferguson keeps strike rotating",false,false,,false
0000000000000000000000bb,115,1,2,false,,Mohammed Siraj,Lockie Ferguson,Sunil Narine,,,15,19,6,true,2,0,false,false,false,169,8,114,19.0,0,,Mohammed Siraj pushes for two in the deep,false,false,Varun Chakravarthy,true
0000000000000000000000bb,116,1,0,false,,Lockie Ferguson,Mohammed Siraj,Varun Chakravarthy,,,15,20,1,true,0,0,false,false,false,169,8,115,19.1,0,,"Dot ball, Varun Chakravarthy to Lockie Ferguson",false,false,,false
0000000000000000000000bb,117,1,1,false,,Lockie Ferguson,Mohammed Siraj,Varun Chakravarthy,,,15,20,2,true,1,0,false,false,false,170,8,116,19.2,0,,"Quick single, Lockie Ferguson keeps strike rotating",false,false,,false
0000000000000000000000bb,118,1,4,false,,Mohammed Siraj,Lockie Ferguson,Varun Chakravarthy,,,15,20,3,true,4,0,true,true,false,174,8,117,19.3,0,,"Mohammed Siraj finds the gap, races away for four",false,false,,false
0000000000000000000000bb,119,1,2,false,,Mohammed Siraj,Lockie Ferguson,Varun Chakravarthy,,,15,20,4,true,2,0,false,false,false,176,8,118,19.4,0,,Mohammed Siraj pushes for two in the deep,false,false,,false
0000000000000000000000bb,120,1,1,false,,Mohammed Siraj,Lockie Ferguson,Varun Chakravarthy,,,15,20,5,true,1,0,false,false,false,177,8,119,19.5,0,,"Quick single, Mohammed Siraj keeps strike rotating",false,false,,false
0000000000000000000000bb,121,1,0,false,,Lockie Ferguson,Mohammed Siraj,Varun Chakravarthy,,,15,20,6,true,0,0,false,false,false,177,8,120,20.0,0,,"Dot ball, Varun Chakravarthy to Lockie Ferguson",true,false,,false
