event_seq,innings,runs,is_wicket,extra,next_batter_name,wicket_type,delay_sec,score_after,wickets_after,commentary,end_innings,end_match,change_bowler
98,1,1,false,,,,15,160,4,"Quick single, Shivam Dube keeps strike rotating",false,false,
99,1,2,false,,,,15,162,4,MS Dhoni pushes for two in the deep,false,false,
100,1,1,false,,,,15,163,4,"Quick single, MS Dhoni keeps strike rotating",false,false,
101,1,0,false,,,,15,163,4,"Dot ball, Jasprit Bumrah to Shivam Dube",false,false,
102,1,4,false,,,,15,167,4,"Shivam Dube finds the gap, races away for four",false,false,
103,1,1,false,,,,15,168,4,"Quick single, Shivam Dube keeps strike rotating",false,false,Jason Behrendorff
104,1,2,false,,,,15,170,4,Shivam Dube pushes for two in the deep,false,false,
105,1,0,true,,Deepak Chahar,caught,15,170,5,Shivam Dube holes out — huge moment in the chase,false,false,
106,1,1,false,,,,15,171,5,"Quick single, Deepak Chahar keeps strike rotating",false,false,
107,1,4,false,,,,15,175,5,"MS Dhoni finds the gap, races away for four",false,false,
108,1,2,false,,,,15,177,5,MS Dhoni pushes for two in the deep,false,false,
109,1,6,false,,,,15,183,5,MS Dhoni launches Jason Behrendorff over long-on for SIX!,false,false,Hardik Pandya
110,1,1,false,,,,15,184,5,"Quick single, Deepak Chahar keeps strike rotating",false,false,
111,1,0,false,,,,15,184,5,"Dot ball, Hardik Pandya to MS Dhoni",false,false,
112,1,4,false,,,,15,188,5,"MS Dhoni finds the gap, races away for four",false,false,
113,1,2,false,,,,15,190,5,MS Dhoni pushes for two in the deep,false,false,
114,1,1,false,,,,15,191,5,"Quick single, MS Dhoni keeps strike rotating",false,false,
115,1,6,false,,,,15,197,5,Deepak Chahar launches Hardik Pandya over long-on for SIX!,false,false,Piyush Chawla
116,1,1,false,,,,15,198,5,"Quick single, MS Dhoni keeps strike rotating",false,false,
117,1,0,false,,,,15,198,5,"Dot ball, Piyush Chawla to Deepak Chahar",false,false,
118,1,2,false,,,,15,200,5,Deepak Chahar pushes for two in the deep,false,false,
119,1,4,false,,,,15,204,5,"Deepak Chahar finds the gap, races away for four",false,false,
120,1,1,false,,,,15,205,5,"Quick single, Deepak Chahar keeps strike rotating",false,false,
121,1,0,false,,,,15,205,5,"Dot ball, Piyush Chawla to MS Dhoni",true,false,
122,2,1,false,,,,15,1,0,"Quick single, Rohit Sharma keeps strike rotating",false,false,
123,2,0,false,,,,15,1,0,"Dot ball, Deepak Chahar to Ishan Kishan",false,false,
124,2,4,false,,,,15,5,0,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,
125,2,1,false,,,,15,6,0,"Quick single, Ishan Kishan keeps strike rotating",false,false,
126,2,0,false,,,,15,6,0,"Dot ball, Deepak Chahar to Rohit Sharma",false,false,
127,2,2,false,,,,15,8,0,Rohit Sharma pushes for two in the deep,false,false,Tushar Deshpande
128,2,1,false,,,,15,9,0,"Quick single, Ishan Kishan keeps strike rotating",false,false,
129,2,4,false,,,,15,13,0,Rohit Sharma crunching cover drive — MI closing in on 206,false,false,
130,2,0,false,,,,15,13,0,"Dot ball, Tushar Deshpande to Rohit Sharma",false,false,
131,2,1,false,,,,15,14,0,"Quick single, Rohit Sharma keeps strike rotating",false,false,
132,2,6,false,,,,15,20,0,Ishan Kishan SIX! MI need 186 off 109 now,false,false,
133,2,0,false,,,,15,20,0,"Dot ball, Tushar Deshpande to Ishan Kishan",false,false,Ravindra Jadeja
134,2,1,false,,,,15,21,0,"Quick single, Rohit Sharma keeps strike rotating",false,false,
135,2,4,false,,,,15,25,0,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,
136,2,2,false,,,,15,27,0,Ishan Kishan pushes for two in the deep,false,false,
137,2,0,false,,,,15,27,0,"Dot ball, Ravindra Jadeja to Ishan Kishan",false,false,
138,2,2,false,wide,,,15,29,0,"Wide from Ravindra Jadeja, pressure on the bowler in the chase",false,false,
139,2,0,false,,,,15,29,0,"Dot ball, Ravindra Jadeja to Ishan Kishan",false,false,
140,2,1,false,,,,15,30,0,"Quick single, Ishan Kishan keeps strike rotating",false,false,Maheesh Theekshana
141,2,4,false,,,,15,34,0,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,
142,2,2,false,,,,15,36,0,Ishan Kishan pushes for two in the deep,false,false,
143,2,0,false,,,,15,36,0,"Dot ball, Maheesh Theekshana to Ishan Kishan",false,false,
144,2,1,false,,,,15,37,0,"Quick single, Ishan Kishan keeps strike rotating",false,false,
145,2,0,true,,Suryakumar Yadav,caught,15,37,1,Rohit Sharma holes out — huge moment in the chase,false,false,
146,2,1,false,,,,15,38,1,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,Mitchell Santner
147,2,4,false,,,,15,42,1,Suryakumar Yadav crunching cover drive — MI closing in on 206,false,false,
148,2,2,false,,,,15,44,1,Suryakumar Yadav pushes for two in the deep,false,false,
149,2,1,false,,,,15,45,1,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,
150,2,0,false,,,,15,45,1,"Dot ball, Mitchell Santner to Ishan Kishan",false,false,
151,2,6,false,,,,15,51,1,Ishan Kishan SIX! MI need 155 off 91 now,false,false,
152,2,1,false,,,,15,52,1,"Quick single, Ishan Kishan keeps strike rotating",false,false,Mustafizur Rahman
153,2,0,false,,,,15,52,1,"Dot ball, Mustafizur Rahman to Ishan Kishan",false,false,
154,2,4,false,,,,15,56,1,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,
155,2,1,false,,,,15,57,1,"Quick single, Ishan Kishan keeps strike rotating",false,false,
156,2,2,false,,,,15,59,1,Suryakumar Yadav pushes for two in the deep,false,false,
157,2,0,false,,,,15,59,1,"Dot ball, Mustafizur Rahman to Suryakumar Yadav",false,false,
158,2,1,false,,,,15,60,1,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,Ajinkya Rahane
159,2,0,false,,,,15,60,1,"Dot ball, Ajinkya Rahane to Suryakumar Yadav",false,false,
160,2,4,false,,,,15,64,1,Suryakumar Yadav crunching cover drive — MI closing in on 206,false,false,
161,2,1,false,,,,15,65,1,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,
162,2,2,false,,,,15,67,1,Ishan Kishan pushes for two in the deep,false,false,
163,2,0,false,,,,15,67,1,"Dot ball, Ajinkya Rahane to Ishan Kishan",false,false,
164,2,1,false,,,,15,68,1,"Quick single, Ishan Kishan keeps strike rotating",false,false,Shivam Dube
165,2,4,false,,,,15,72,1,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,
166,2,0,true,,Tilak Varma,bowled,15,72,2,Ishan Kishan bowled by Shivam Dube! CSK strike back,false,false,
167,2,1,false,,,,15,73,2,"Quick single, Tilak Varma keeps strike rotating",false,false,
168,2,2,false,,,,15,75,2,Suryakumar Yadav pushes for two in the deep,false,false,
169,2,0,false,,,,15,75,2,"Dot ball, Shivam Dube to Suryakumar Yadav",false,false,
170,2,1,false,,,,15,76,2,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,Deepak Chahar
171,2,4,false,,,,15,80,2,Suryakumar Yadav crunching cover drive — MI closing in on 206,false,false,
172,2,0,false,,,,15,80,2,"Dot ball, Deepak Chahar to Suryakumar Yadav",false,false,
173,2,1,false,,,,15,81,2,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,
174,2,6,false,,,,15,87,2,Tilak Varma SIX! MI need 119 off 68 now,false,false,
175,2,2,false,,,,15,89,2,Tilak Varma pushes for two in the deep,false,false,
176,2,0,false,,,,15,89,2,"Dot ball, Deepak Chahar to Tilak Varma",false,false,Tushar Deshpande
177,2,1,false,,,,15,90,2,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,
178,2,4,false,,,,15,94,2,Tilak Varma crunching cover drive — MI closing in on 206,false,false,
179,2,1,false,,,,15,95,2,"Quick single, Tilak Varma keeps strike rotating",false,false,
180,2,0,true,,Hardik Pandya,caught,15,95,3,Suryakumar Yadav holes out — huge moment in the chase,false,false,
181,2,2,false,,,,15,97,3,Hardik Pandya pushes for two in the deep,false,false,
182,2,1,false,,,,15,98,3,"Quick single, Hardik Pandya keeps strike rotating",false,false,Ravindra Jadeja
183,2,0,false,,,,15,98,3,"Dot ball, Ravindra Jadeja to Hardik Pandya",false,false,
184,2,4,false,,,,15,102,3,Hardik Pandya crunching cover drive — MI closing in on 206,false,false,
185,2,1,false,,,,15,103,3,"Quick single, Hardik Pandya keeps strike rotating",false,false,
186,2,2,false,,,,15,105,3,Tilak Varma pushes for two in the deep,false,false,
187,2,1,false,,,,15,106,3,"Quick single, Tilak Varma keeps strike rotating",false,false,
188,2,4,false,,,,15,110,3,Hardik Pandya crunching cover drive — MI closing in on 206,false,false,Maheesh Theekshana
189,2,0,false,,,,15,110,3,"Dot ball, Maheesh Theekshana to Tilak Varma",false,false,
190,2,1,false,,,,15,111,3,"Quick single, Tilak Varma keeps strike rotating",false,false,
191,2,6,false,,,,15,117,3,Hardik Pandya SIX! MI need 89 off 51 now,false,false,
192,2,2,false,,,,15,119,3,Hardik Pandya pushes for two in the deep,false,false,
193,2,0,false,,,,15,119,3,"Dot ball, Maheesh Theekshana to Hardik Pandya",false,false,
194,2,1,false,,,,15,120,3,"Quick single, Hardik Pandya keeps strike rotating",false,false,Mitchell Santner
195,2,4,false,,,,15,124,3,Hardik Pandya crunching cover drive — MI closing in on 206,false,false,
196,2,0,true,,Tim David,caught,15,124,4,Hardik Pandya holes out — huge moment in the chase,false,false,
197,2,1,false,,,,15,125,4,"Quick single, Tim David keeps strike rotating",false,false,
198,2,2,false,,,,15,127,4,Tilak Varma pushes for two in the deep,false,false,
199,2,1,false,,,,15,128,4,"Quick single, Tilak Varma keeps strike rotating",false,false,
200,2,0,false,,,,15,128,4,"Dot ball, Mitchell Santner to Tim David",false,false,Mustafizur Rahman
201,2,4,false,,,,15,132,4,Tilak Varma crunching cover drive — MI closing in on 206,false,false,
202,2,1,false,,,,15,133,4,"Quick single, Tilak Varma keeps strike rotating",false,false,
203,2,2,false,,,,15,135,4,Tim David pushes for two in the deep,false,false,
204,2,0,false,,,,15,135,4,"Dot ball, Mustafizur Rahman to Tim David",false,false,
205,2,1,false,,,,15,136,4,"Quick single, Tim David keeps strike rotating",false,false,
206,2,4,false,,,,15,140,4,Tilak Varma crunching cover drive — MI closing in on 206,false,false,Ajinkya Rahane
207,2,1,false,,,,15,141,4,"Quick single, Tim David keeps strike rotating",false,false,
208,2,0,false,,,,15,141,4,"Dot ball, Ajinkya Rahane to Tilak Varma",false,false,
209,2,2,false,,,,15,143,4,Tilak Varma pushes for two in the deep,false,false,
210,2,1,false,,,,15,144,4,"Quick single, Tilak Varma keeps strike rotating",false,false,
211,2,0,true,,Gerald Coetzee,caught,15,144,5,Tim David holes out — huge moment in the chase,false,false,
212,2,4,false,,,,15,148,5,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,Shivam Dube
213,2,1,false,,,,15,149,5,"Quick single, Tilak Varma keeps strike rotating",false,false,
214,2,2,false,,,,15,151,5,Gerald Coetzee pushes for two in the deep,false,false,
215,2,1,false,,,,15,152,5,"Quick single, Gerald Coetzee keeps strike rotating",false,false,
216,2,0,false,,,,15,152,5,"Dot ball, Shivam Dube to Tilak Varma",false,false,
217,2,1,false,,,,15,153,5,"Quick single, Tilak Varma keeps strike rotating",false,false,
218,2,4,false,,,,15,157,5,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,Deepak Chahar
219,2,2,false,,,,15,159,5,Tilak Varma pushes for two in the deep,false,false,
220,2,6,false,,,,15,165,5,Tilak Varma SIX! MI need 41 off 22 now,false,false,
221,2,1,false,,,,15,166,5,"Quick single, Tilak Varma keeps strike rotating",false,false,
222,2,0,false,,,,15,166,5,"Dot ball, Deepak Chahar to Gerald Coetzee",false,false,
223,2,4,false,,,,15,170,5,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,
224,2,2,false,,,,15,172,5,Gerald Coetzee pushes for two in the deep,false,false,Tushar Deshpande
225,2,1,false,,,,15,173,5,"Quick single, Tilak Varma keeps strike rotating",false,false,
226,2,6,false,,,,15,179,5,Gerald Coetzee SIX! MI need 27 off 16 now,false,false,
227,2,4,false,,,,15,183,5,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,
228,2,1,false,,,,15,184,5,"Quick single, Gerald Coetzee keeps strike rotating",false,false,
229,2,2,false,,,,15,186,5,Tilak Varma pushes for two in the deep,false,false,
230,2,0,false,,,,15,186,5,"Dot ball, Tushar Deshpande to Tilak Varma",false,false,Ravindra Jadeja
231,2,1,false,,,,15,187,5,"Quick single, Gerald Coetzee keeps strike rotating",false,false,
232,2,4,false,,,,15,191,5,Tilak Varma crunching cover drive — MI closing in on 206,false,false,
233,2,0,false,,,,15,191,5,"Dot ball, Ravindra Jadeja to Tilak Varma",false,false,
234,2,2,false,,,,15,193,5,Tilak Varma pushes for two in the deep,false,false,
235,2,1,false,,,,15,194,5,"Quick single, Tilak Varma keeps strike rotating",false,false,
236,2,4,false,,,,15,198,5,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,Maheesh Theekshana
237,2,1,false,,,,15,199,5,"Quick single, Tilak Varma keeps strike rotating",false,false,
238,2,0,false,,,,15,199,5,"Dot ball, Maheesh Theekshana to Gerald Coetzee",false,false,
239,2,6,false,,,,15,205,5,Gerald Coetzee SIX! MI need 1 off 3 now,false,false,
240,2,1,false,,,,15,206,5,MI WIN! Gerald Coetzee finishes the chase — 206/5 with 2 balls to spare,true,true,
